8531475,1,11-05-2024 12:00 AM
8391127,1,11-05-2024 12:00 AM
8391127,1,11-05-2024 12:00 AM
8518127,1,11-04-2024 12:00 AM
8502182,1,11-04-2024 12:00 AM
8529448,1,11-04-2024 12:00 AM
2400925,1,11-04-2024 12:00 AM
8334449,1,11-04-2024 12:00 AM
8334449,1,11-04-2024 12:00 AM
8528511,1,11-04-2024 12:00 AM
1614275,1,11-04-2024 12:00 AM
3992514,1,11-04-2024 12:00 AM
8305718,1,11-04-2024 12:00 AM
8305718,1,11-04-2024 12:00 AM
8305718,1,11-04-2024 12:00 AM
8305718,1,11-04-2024 12:00 AM
8305718,1,11-04-2024 12:00 AM
8305718,1,11-04-2024 12:00 AM
8305718,1,11-04-2024 12:00 AM
8305718,1,11-04-2024 12:00 AM
8305718,1,11-04-2024 12:00 AM
8305718,1,11-04-2024 12:00 AM
8305718,1,11-04-2024 12:00 AM
8305718,1,11-04-2024 12:00 AM
8305718,1,11-04-2024 12:00 AM
8305718,1,11-04-2024 12:00 AM
8305718,1,11-04-2024 12:00 AM
8305718,1,11-04-2024 12:00 AM
8305718,1,11-04-2024 12:00 AM
8305718,1,11-04-2024 12:00 AM
8305718,1,11-04-2024 12:00 AM
8305718,1,11-04-2024 12:00 AM
8305718,1,11-04-2024 12:00 AM
8305718,1,11-04-2024 12:00 AM
8305718,1,11-04-2024 12:00 AM
8305718,1,11-04-2024 12:00 AM
8305718,1,11-04-2024 12:00 AM
8305718,1,11-04-2024 12:00 AM
8305718,1,11-04-2024 12:00 AM
8305718,1,11-04-2024 12:00 AM
8305718,1,11-04-2024 12:00 AM
8305718,1,11-04-2024 12:00 AM
4187452,1,11-03-2024 12:00 AM
8481554,1,11-03-2024 12:00 AM
4187452,1,11-03-2024 12:00 AM
8052085,1,11-03-2024 12:00 AM
8524450,1,11-03-2024 12:00 AM
8525841,1,11-03-2024 12:00 AM
8519290,1,11-02-2024 12:00 AM
8519522,1,11-02-2024 12:00 AM
8518718,1,11-02-2024 12:00 AM
3887158,1,11-01-2024 12:00 AM
8519753,1,11-01-2024 12:00 AM
8519290,1,11-01-2024 12:00 AM
8519290,1,11-01-2024 12:00 AM
8519290,1,11-01-2024 12:00 AM
8518847,1,11-01-2024 12:00 AM
8513708,1,11-01-2024 12:00 AM
8390160,1,11-01-2024 12:00 AM
8517738,1,11-01-2024 12:00 AM
8513728,1,11-01-2024 12:00 AM
3818433,1,11-01-2024 12:00 AM
8517604,1,11-01-2024 12:00 AM
8515901,1,10-31-2024 12:00 AM
5199657,1,10-31-2024 12:00 AM
3947255,1,10-31-2024 12:00 AM
3947255,1,10-31-2024 12:00 AM
8514189,1,10-31-2024 12:00 AM
4187452,1,10-31-2024 12:00 AM
8510015,1,10-31-2024 12:00 AM
8508189,1,10-30-2024 12:00 AM
8512581,1,10-30-2024 12:00 AM
8512581,1,10-30-2024 12:00 AM
8508628,1,10-30-2024 12:00 AM
8508606,1,10-30-2024 12:00 AM
8511399,1,10-30-2024 12:00 AM
8508438,1,10-29-2024 12:00 AM
8453741,1,10-29-2024 12:00 AM
6626455,1,10-29-2024 12:00 AM
8492451,1,10-29-2024 12:00 AM
8503537,1,10-29-2024 12:00 AM
8506557,1,10-29-2024 12:00 AM
8499220,1,10-28-2024 12:00 AM
8502530,1,10-28-2024 12:00 AM
8502887,1,10-28-2024 12:00 AM
8502909,1,10-28-2024 12:00 AM
5980334,1,10-28-2024 12:00 AM
8501809,1,10-28-2024 12:00 AM
8501809,1,10-28-2024 12:00 AM
8501809,1,10-28-2024 12:00 AM
6540224,1,10-28-2024 12:00 AM
6540224,1,10-28-2024 12:00 AM
8501678,1,10-28-2024 12:00 AM
1528593,1,10-27-2024 12:00 AM
3219286,1,10-27-2024 12:00 AM
8497831,1,10-27-2024 12:00 AM
4187452,1,10-27-2024 12:00 AM
8498325,1,10-27-2024 12:00 AM
8499106,1,10-27-2024 12:00 AM
8498325,1,10-27-2024 12:00 AM
8471621,1,10-27-2024 12:00 AM
8471621,1,10-27-2024 12:00 AM
8496996,1,10-26-2024 12:00 AM
8496464,1,10-26-2024 12:00 AM
8493994,1,10-26-2024 12:00 AM
8021253,1,10-25-2024 12:00 AM
8493994,1,10-25-2024 12:00 AM
8494079,1,10-25-2024 12:00 AM
8421538,1,10-25-2024 12:00 AM
8491953,1,10-25-2024 12:00 AM
8397236,1,10-25-2024 12:00 AM
8492953,1,10-25-2024 12:00 AM
8316733,1,10-25-2024 12:00 AM
8070810,1,10-25-2024 12:00 AM
8491502,1,10-25-2024 12:00 AM
5199657,1,10-25-2024 12:00 AM
8491502,1,10-25-2024 12:00 AM
8050023,1,10-25-2024 12:00 AM
6994822,1,10-24-2024 12:00 AM
8490611,1,10-24-2024 12:00 AM
8490076,1,10-24-2024 12:00 AM
8484596,1,10-24-2024 12:00 AM
8489793,1,10-24-2024 12:00 AM
8454936,1,10-24-2024 12:00 AM
8488279,1,10-24-2024 12:00 AM
8359521,1,10-24-2024 12:00 AM
8474960,1,10-24-2024 12:00 AM
8486355,1,10-23-2024 12:00 AM
8041138,1,10-23-2024 12:00 AM
8458824,1,10-23-2024 12:00 AM
8484558,1,10-23-2024 12:00 AM
8483757,1,10-23-2024 12:00 AM
4187452,1,10-23-2024 12:00 AM
6540224,1,10-23-2024 12:00 AM
8483225,1,10-23-2024 12:00 AM
7791136,1,10-23-2024 12:00 AM
8480250,1,10-22-2024 12:00 AM
8454715,1,10-22-2024 12:00 AM
8481235,1,10-22-2024 12:00 AM
4187452,1,10-22-2024 12:00 AM
4187452,1,10-22-2024 12:00 AM
8478957,1,10-22-2024 12:00 AM
3963121,1,10-22-2024 12:00 AM
2167814,1,10-22-2024 12:00 AM
8476415,1,10-22-2024 12:00 AM
8477552,1,10-21-2024 12:00 AM
8476914,1,10-21-2024 12:00 AM
7780378,1,10-21-2024 12:00 AM
8474960,1,10-21-2024 12:00 AM
7681495,1,10-21-2024 12:00 AM
8334449,1,10-20-2024 12:00 AM
8334449,1,10-20-2024 12:00 AM
8469072,1,10-20-2024 12:00 AM
10142,2,10-20-2024 12:00 AM
8469968,1,10-19-2024 12:00 AM
2421620,1,10-19-2024 12:00 AM
2421620,1,10-19-2024 12:00 AM
3211280,1,10-19-2024 12:00 AM
8465521,1,10-19-2024 12:00 AM
1076295,1,10-19-2024 12:00 AM
